;;
False;Designstudion för Arkitekturens Interdisciplinaritet 4:1;A42T1B
False;Designstudion för Arkitekturens Interdisciplinaritet 4:2;A42T2B
False;Designstudion för Arkitekturens Interdisciplinaritet 4:3;A42T3B
False;Designstudion för Arkitekturens Interdisciplinaritet 4:4;A42T4B
False;Designstudion för Arkitekturens Interdisciplinaritet 5:1;A52T1B
False;Designstudion för Arkitekturens Interdisciplinaritet 5:2;A52T2B
False;Designstudion för arkitekturens interdisciplinaritet, studio - 5:3;A52T3B
False;Designstudion för arkitekturens interdisciplinaritet, studio - 5:3;A52T4B
True;Examensarbete inom arkitektur;1A10AX
False;Examensarbete inom arkitektur, avancerad nivå;A52ARX
False;Examensarbete inom arkitektur, avancerad nivå;A52EXA
False;Fri arkitekturstudio 4:1;A42F1B
False;Fri arkitekturstudio 4:2;A42F2B
False;Fri arkitekturstudio 4:3;A42F3B
False;Fri arkitekturstudio 4:4;A42F4B
False;Fri arkitekturstudio 5:1;A52F1B
False;Fri arkitekturstudio 5:2;A52F2B
False;Gestaltningsprocess - Studio 4:1;A42P1B
False;Gestaltningsprocess - Studio 4:2;A42P2B
False;Gestaltningsprocess - Studio 4:3;A42P3B
False;Gestaltningsprocess - Studio 4:4;A42P4B
False;Gestaltningsprocess - Studio 5:1;A52P1B
False;Gestaltningsprocess - Studio 5:2;A52P2B
False;Gestaltningsprocess - studio 5:3;A52P3B
False;Gestaltningsprocess - studio 5:4;A52P4B
False;Grundläggande gestaltning - Studio 4:1;A42G1B
False;Grundläggande gestaltning - Studio 4:2;A42G2B
False;Grundläggande gestaltning - Studio 4:3;A42G3B
False;Grundläggande gestaltning - Studio 4:4;A42G4B
False;Grundläggande gestaltning - Studio 5:1;A52G1B
False;Grundläggande gestaltning - Studio 5:2;A52G2B
False;Grundläggande gestaltning - studio 5:3;A52G3B
False;Grundläggande gestaltning - studio 5:4;A52G4B
False;Gäststudio - studio 4:1;A42V1B
False;Gäststudio - studio 4:2;A42V2B
False;Gäststudio - studio 4:3;A42V3B
False;Gäststudio - studio 4:4;A42V4B
False;Gäststudio - studio 5:1;A52V1B
False;Gäststudio - studio 5:2;A52V2B
False;Gäststudio - studio 5:3;A52V3B
False;Gäststudio - studio 5:4;A52V4B
False;Hållbar gestaltning - Studio 4:1;A42H1B
False;Hållbar gestaltning - Studio 4:2;A42H2B
False;Hållbar gestaltning - Studio 4:3;A42H3B
False;Hållbar gestaltning - Studio 4:4;A42H4B
False;Hållbar gestaltning - Studio 5:1;A52H1B
False;Hållbar gestaltning - Studio 5:2;A52H2B
False;Hållbar gestaltning - studio 5:3;A52H3B
False;Hållbar gestaltning - studio 5:4;A52H4B
False;Höstprojekt 4, Architecture Information/Articulations;A4211A
False;Höstprojekt 4, Arena;A4221A
False;Höstprojekt 4, Building Sites (1);A4241A
False;Höstprojekt 4, Swedish Cultural Heritage;A4231A
False;Individuellt arbete inför examen;A52AXI
False;Introduktion till arkitektutbildningen;A10INA
False;Kritiska studier - studio 4:1;A42K1B
False;Kritiska studier - studio 4:2;A42K2B
False;Kritiska studier - studio 4:3;A42K3B
False;Kritiska studier - studio 4:4;A42K4B
False;Kritiska studier - studio 5:1;A52K1B
False;Kritiska studier - studio 5:2;A52K2B
False;Kritiska studier - studio 5:3;A52K3B
False;Kritiska studier - studio 5:4;A52K4B
False;Landskapsarkitektur - studio 4:1;A42L1B
False;Landskapsarkitektur - studio 4:2;A42L2B
False;Landskapsarkitektur - studio 4:3;A42L3B
False;Landskapsarkitektur - studio 4:4;A42L4B
False;Landskapsarkitektur - studio 5:1;A52L1B
False;Landskapsarkitektur - studio 5:2;A52L2B
False;Landskapsarkitektur - studio 5:3;A52L3B
False;Landskapsarkitektur - studio 5:4;A52L4B
False;Ombyggnad-tillbyggnad-restaurering - studio 5:3;A52R3B
False;Ombyggnad-tillbyggnad-restaurering - studio 5:4;A52R4B
False;Ombyggnad-tillbyggnad-restaurering, studio 4:1;A42R1B
False;Ombyggnad-tillbyggnad-restaurering, studio 4:2;A42R2B
False;Ombyggnad-tillbyggnad-restaurering, studio 4:3;A42R3B
False;Ombyggnad-tillbyggnad-restaurering, studio 4:4;A42R4B
False;Ombyggnad-tillbyggnad-restaurering, studio 5:1;A52R1B
False;Ombyggnad-tillbyggnad-restaurering, studio 5:2;A52R2B
False;Orientering;Arkitekturens teknik, teori och historia 4:1;A42O1A
False;Orientering;Arkitekturens teknik, teori och historia 4:2;A42O2A
False;Orientering;Arkitekturens teknik, teori och historia 5;A52O1A
False;Orientering;Arkitekturens teknik, teori och historia 5:2;A52O2A
False;Performativ designstudio 4:1;A42D1B
False;Performativ designstudio 4:2;A42D2B
False;Performativ designstudio 4:3;A42D3B
False;Performativ designstudio 4:4;A42D4B
False;Performativ designstudio 5:1;A52D1B
False;Performativ designstudio 5:2;A52D2B
False;Performative designstudio 4:1;A42D1C
False;Performative designstudio 4:2;A42D2C
False;Performative designstudio 4:3;A42D3C
False;Performative designstudio 4:4;A42D4C
False;Performative designstudio 5:1;A52D1C
False;Performative designstudio 5:2;A52D2C
False;Performative designstudio 5:3;A52D3C
False;Performative designstudio 5:4;A52D4C
False;Seminariekurs, avancerad nivå 4HT;A42SEH
False;Seminariekurs, avancerad nivå 4VT;A42SEV
False;Seminariekurs, avancerad nivå 5HT;A52SEH
False;Seminariekurs, avancerad nivå 5VT;A52SEV
False;Specialarbete;A42S1A
False;Specialarbete;A42S2A
False;Studieresa, åk 4 (hösten);A41RHA
False;Studieresa, åk 4 (våren);A41RVA
False;Studieresa, åk 5 (hösten);A51RHA
False;Studieresa, åk 5 (våren);A51RVA
False;Studioprojekt, avancerad nivå;A42A13
False;Studioprojekt, avancerad nivå;A42B13
False;Studioprojekt, avancerad nivå;A42C14
False;Studioprojekt, avancerad nivå;A42D14
False;Studioprojekt, avancerad nivå;A52A13
False;Studioprojekt, avancerad nivå;A52B13
False;Uppsats/Workshop;A52UPA
False;Urban designstudio 4:1;A42U1B
False;Urban designstudio 4:2;A42U2B
False;Urban designstudio 4:3;A42U3B
False;Urban designstudio 4:4;A42U4B
False;Urban designstudio 5:1;A52U1B
False;Urban designstudio 5:2;A52U2B
False;Urban designstudio 5:3;A52U3B
False;Urban designstudio 5:4;A52U4B
False;Vinterprojekt 4, Architecure Information/Articulations (2);A4212A
False;Vinterprojekt 4, Building Sites (2);A4242A
False;Vinterprojekt 4, Competitive Edge;A4232A
False;Vinterprojekt 4, Displacements: New Settlements for Roma People (1);A4262A
False;Vinterprojekt 4, Production of Architecture (1): Film;A4252A
False;Vinterprojekt 4, Stockholm New Opera House (1);A4222A
False;Vårprojekt 4, Architecure Information/Articulations (3);A4213A
False;Vårprojekt 4, Building Sites (3);A4243A
False;Vårprojekt 4, Displacements: New Settlements for Roma People (2);A4263A
False;Vårprojekt 4, From Agriculture to Tourist Culture;A4233A
False;Vårprojekt 4, Production of Architecture (2): Action;A4253A
False;Vårprojekt 4, Stockholm New Opera House (2);A4223A
False;Advanced Issues in Marketing;AI2137
False;Business Research Methods;AI2126
False;Ekonomisk psykologi;AI3303
False;Entreprenörskap och management;AI2145
False;Examensarbete inom fastighetsförmedling, grundnivå;AI104X
False;Examensarbete inom fastighetsförmedling, grundnivå;AI106X
False;Examensarbete inom finans, grundnivå;AI103X
False;Examensarbete inom finans, grundnivå;AI105X
False;Examensarbete inom finansiella tjänster, avancerad nivå;AI205X
False;Fastighetsförmedling i juridiken;AI1172
False;Fastighetsförmedling i praktiken;AI1173
False;Fastighetsutvecklingens och fastighetsförmedlingens grunder;AI1127
False;Finansiell ekonometri;AI1177
False;Finansiering av entreprenörskap;AI2148
False;Finansiering av entreprenörskap;AI3306
False;Genus, arbete och utbildning;AI3305
False;Grundläggande statistik för ekonomer;AI1175
False;Industriell ekonomi, industriell utveckling med entreprenörskap, fortsättningskurs;AI211V
False;Industriell marknadsföring;AI212V
False;Industriell utveckling med entreprenörskap;AI1114
False;Industriell utveckling med entreprenörskap, fortsättningskurs;AI2151
False;Internationell industriell marknadsföring;AI213V
False;Introduktion till fastighet och finans;AI1124
False;Kreditbedömning;AI1141
False;Kriminologiska teorier för planerare: en läskurs;AI3302
False;Management och etik;AI1171
False;Management och etik i fastighet och finans;AI1138
False;Management och ledarskap;AI2127
False;Marknadsföring och försäljning inom försäkringsbranschen;AI121U
False;Organisation och ledarskap;AI1125
False;Perspektiv på riskhantering;AI2138
False;Quantitative Methods with Real Estate Application;AI2130
False;Relationsmarknadsföring och marknadsanalys;AI1170
False;Relationsmarknadsföring och marknadsanalys i fastighet och finans;AI1139
False;Rumslig dataanalys:en introduktion;AI3304
False;Samhällsbyggnadsprocessen för fastighet och finans;AI1126
False;Theory of Science and Business Research Methods;AI2141
False;Tillämpad matematik och statistik för ekonomer;AI1178
False;Tillämpad rumslig analys: en introduktion;AI3308
False;Vetenskaplig grundkurs;AI2150
False;Betong och andra cementbaserade material;AF3115
False;Betongbyggnad;AF2101
False;Betongbyggnad, fortsättningskurs;AF2102
False;Byggkonstruktion för vattenkraftskonstruktioner;AF3116
True;Byggkonstruktionslära, fortsättningskurs;AF2001
False;Byggkonstruktionslära, grundkurs;AF1005
False;Dimensioneringsmetoder för armerade betongkonstruktioner;1C5031
False;Examensarbete inom betongbyggnad, avancerad nivå;AF212X
False;Examensarbete inom betongbyggnad, avancerad nivå;AF213X
False;Examensarbete inom betongbyggnad, grundnivå;AF111X
False;Examensarbete inom betongbyggnad, grundnivå;AF112X
False;Högpresterande betongkonstruktioner;1L5202
False;Projektarbete i betongbyggnad;1L5101
False;Aluminium, framtidens konstruktionsmaterial;AF3202
False;Avancerad byggdynamik, modellering och mätning;AF3201
False;Banteknik;AH3906
False;Betongbroars beständighet;1C5010
False;Bridge Design, Advanced Course;AF2202
False;Brokonstruktion;AF2201
False;Brokonstruktion fortsättningskurs;AF2203
False;Bärverksanalys, avancerad kurs;AF2003
False;Dimensionering av stålkonstruktioner enligt Eurocode 3;AF2130
False;Dimensionering av stålkonstruktioner enligt Eurocode 3;AF213U
False;Dimensionering av stålkonstruktioner enligt Eurocode 3;AF213V
False;Drift och underhåll av broar och tunnlar, LCC och LCA;AF2211
False;Drift och underhåll av broar och tunnlar, LCC och LCA;AF3211
False;Examensarbete inom bro- och stålbyggnad, avancerad nivå;AF223X
False;Examensarbete inom bro- och stålbyggnad, grundnivå;AF122X
False;Examensarbete inom brobyggnad, avancerad nivå;AF222X
True;Examensarbete inom brobyggnad, grundnivå;1C1008
False;Examensarbete inom stålbyggnad, avancerad nivå;AF282X
False;Finita elementmetoder i analys och design;AF2024
False;Framtida transport och infrastruktursystem;AF3909
False;Förstärkning av infrastrukturkonstruktioner;1C5054
False;Förstärknings-, reparations- och underhållsteknik för broar;1C5012
False;Ickelinjär FEM för civilingenjörer;AF3212
False;Kvalificerade brokonstruktioner;1C5034
False;Livslängdsmodellering av broar;1C5033
False;Modalanalys;1C5002
False;Non-linear FEM for Civil Engineers;AF2212
False;Projektarbete i byggkonstruktion;AF3005
False;Projektarbete i stål- och träbyggnad;AF2210
False;Samverkanskonstruktioner;1C5015
False;Strukturanalys med finita elementmetoder (FEM);AF1024
False;Strukturanalys med finita elementmetoder (FEM);AF102U
False;Strukturdynamik;AF2011
False;Stål- och träbyggnad;AF2213
False;Stål och svetsning;1C5018
False;Stålbroar;1C5045
False;Säkerhetsanalys för stora bärverk;1C5035
False;Advanced Issues in Real Estate and Financial Services;AI2140
False;Advanced Issues in Real Estate Economics;AI2125
False;Analys av fastighetsportföljer /Uppdragsutbildning/;AI225U
False;Analys och värdering av fastighetsbestånd /Uppdragsutbildning/;AI239U
False;Avancerad fastighetsvärdering och analys;AI2154
False;Beskattningsrätt;AI1135
False;Beskattningsrätt;AI143V
False;Bli publicerad i företagsekonomi;AI3004
False;Bostadsekonomi;AI3001
False;Business Cycles in Construction and Real Estate Market;AI202V
False;Bygg- och fastighetsekonomi;AI109V
False;Byggnads- och installationsteknik /Uppdragsutbildning/;AI236U
False;Contract Theory;AI2116
False;Det finansiella systemet i teori och praktik;1N5309
False;Economics;AI2112
False;Economics and Quantitative Methods;AI2131
False;Ekonomi;AI104V
False;Ekonomi;AI1103
False;Ekonomisk analys;AI1131
False;Ekonomisk fastighetsförvaltning;AI1145
False;Ekonomiska cykler på fastighets- och finansmarknader;AI3007
False;Entreprenörskap och management;AI221V
False;Entreprenörsskap;AI214V
False;Examensarbete inom bygg- och fastighetsekonomi, avancerad nivå;AI201X
False;Examensarbete inom Bygg- och Fastighetsekonomi, avancerad nivå;AI206X
False;Examensarbete inom fastigheter/uppragsutibldnig/;AI277U
False;Examensarbete inom fastighetsekonomi, grundnivå;AI102X
False;Examensarbete inom fastighetsekonomi, grundnivå;AI107X
False;Examensarbete inom fastighetsföretagande, avancerad nivå;AI204X
False;Examensarbete inom fastighetsföretagande/uppdragsutbildning/;AI276U
False;Examensarbete inom samhällsbyggnad, grundnivå;AI101X
False;Examensarbete inom säkerhetsforskning, avancerad nivå;AH205X
False;Examensarbete inom säkerhetsforskning, avancerad nivå;AH259X
False;Facility Management;AI2117
False;Facility Management /Commissioned Course/;AI233U
False;Faktoranalys med tillämpningar;AH3457
False;Fastigh.företagets ekonomi o fastigh.värdering /Uppdragsutbildning/;AI229U
False;Fastigheter och byggande;AI3006
False;Fastighetsekonomi;AI1132
False;Fastighetsekonomi /Uppdragsutbildning/;AI251U
False;Fastighetsekonomins grunder /Uppdragsutbildning/;AI270U
False;Fastighetsfinansiering och investering;AI1144
False;Fastighetsfinansiering och investering;AI122U
False;Fastighetsfinansiering och investering;AI274U
False;Fastighetsföretagande i offentlig sektor /Uppdragsutbildning/;AI228U
False;Fastighetsföretagande i privat sektor;AI118U
False;Fastighetsföretagande i privat sektor, steg 2;AI119U;Uppdragsutbildning
False;Fastighetsföretagets ekonomi;AI120U
False;Fastighetsföretagets ekonomi /Uppdragsutbildning/;AI227U
False;Fastighetsföretagets ekonomi: Bostäder och kommersiella lokaler /Uppdragsutbildning/;AI230U
False;Fastighetsföretagets kontrakt /Uppdragsutbildning/;AI222U
False;Fastighetsföretagets kontrakt /Uppdragsutbildning/;AI240U
False;Fastighetsförmedling;1N5304
False;Fastighetsförmedling;AI219V
False;Fastighetsförmedling /Uppdragsutbildning/;AI226U
False;Fastighetsförmedling II;AI220V
False;Fastighetsförmedling II /Uppdragsutbildning/;AI237U
False;Fastighetsförvaltning;AI1146
False;Fastighetsförvaltning;AI206V
False;Fastighetsförvaltning I;AI1143
False;Fastighetsinvesteringar;AI258U
