;;;;;;;;x
False;Orienteringskurs i samhällsbyggnad och arkitektur;AD1OSA;15.0;Basic
False;Orienteringskurs i samhällsbyggnad och arkitektur II;AD1SA2;15.0;Basic
False;Philosophies in Architecture;1A5051;7.5;Prof
False;Projekt hållbar stadsbyggnad - offentliga platser och rum;AD2860;15.0;x
False;Public Places and Spaces;AD2815;7.5;120 hp
False;Reflekterande designprocess;AD1RD1;7.5;x
False;Rom - arkitekturen och staden från antik till nutid;AD230V;6.0;Basic
False;Scenografi och rörlig bild;AD1SC1;6.0;Basic
False;Spel och digital arkitektur;AD217V;7.5;Basic
False;Stadsmorfologiska begrepp och verktyg;AD251V;7.5;20 hp
False;Stockholm Urban Lab II;AD2835;7.5;120 hp
False;Structural Components in Urban Planning and Design;AD2820;15.0;120 hp
False;Sustainable Design in the Urban Space;AD2840;7.5;120 hp
False;Svensk restaureringshistoria;AD201V;7.5;x
False;Träkurs;AD1TRS;4.5;x
False;Upplevelsen av arkitektur;AD2EA1;6.0;90 hp
False;Urban strukturgestaltning;AD2850;7.5;x
False;Urban träarkitektur II;AD1WO2;6.0;Basic
False;Urban trähusarkitektur - Workshop i Kazan och Stockholm;AD1WOD;6.0;x
False;Urbanmorfologins teorier;1A5040;7.5;Prof
False;Urbanmorfologiska undersökningar;AD215V;7.5;Basic
False;Utställningsgestaltning;AD1UTG;6.0;All
False;Vetenskapsteori och forskningsmetodik i konst, teknik och design;AD3100;7.5;Mcs exam
False;Vetenskapsteori och forskningsmetodik inom arkitektur;1A5035;7.5;Prof
False;World Architecture;AD206V;6.0;x
False; \xc3\x84mneskomplettering för arkitekter I;AD1KU1;7.5;x
False; \xc3\x84mneskomplettering för arkitekter II;AD1KU2;7.5;x
False;Arkitektur, inledande kurs 1;A11CCA;6.0;x
False;Arkitektur, inledande kurs 2;A21CCA;6.0;1 års
False;Arkitektur, inledande kurs 3;A31CCA;9.0;2 års
False;Arkitektur, inledande kurs 3;A31CCB;6.0;2 års
False;Arkitektur: Komplext projekt;A31P3A;15.0;x
False;Arkitekturens historia och teori 1, översikt;A11HIA;6.0;x
False;Arkitekturens historia och teori 1: Introduktion till Europas arkitektur;A11HIB;7.5;Basic
False;Arkitekturens historia och teori 2, nordisk arkitektur;A21HIA;6.0;x
False;Arkitekturens historia och teori 2: Arkitektur och modernitet;A21HIC;9.0;1 års
False;Arkitekturens historia och teori 3;A31HIA;6.0;2 års
False;Arkitekturens historia och teori 3:1 Världsarkitektur;A31H1A;6.0;2 års
False;Arkitekturens historia och teori 3:2: uppsats på grundläggande nivå;A31H2A;3.0;2 års
False;Arkitekturens teori och historia 2;A21HIB;6.0;x
False;Arkitekturens teori och historia 3;A31HIB;6.0;2 års
False;Arkitekturkommunikation 1, konstnärlig gestaltning;A11KOA;4.0;x
False;Arkitekturkommunikation 2, konstnärlig gestaltning;A21KOA;4.0;1 års
False;Arkitekturkommunikation 3, konstnärlig gestaltning;A31KOA;3.0;2 års
False;Arkitekturprojekt 1:1 Sammansättning, geometri, skala;A11P1B;8.0;Basic
False;Arkitekturprojekt 1:1, struktur;A11P1A;9.0;x
False;Arkitekturprojekt 1:2 Landskap, struktur, rörelse;A11P2B;9.0;x
False;A11P2A;A11P2A;9.0;x
False;Arkitekturprojekt 1:3 Boende, arbete, klimat;A11P3B;16.0;x
False;A11P3A;A11P3A;9.0;x
False;A11P4A;A11P4A;9.0;x
False;Arkitekturprojekt 2:1 Struktur, plats, aktivitet;A21P1C;16.0;1 års
False;Arkitekturprojekt 2:1, plats-struktur-program;A21P1A;15.0;1 års
False;Arkitekturprojekt 2:1, plats-struktur-program;A21P1B;16.0;1 års
False;Arkitekturprojekt 2:2 - Tectonics, Ornament, Transformation;A21P2B;5.0;x
False;Arkitekturprojekt 2:2, tektonik;A21P2A;6.0;x
False;Arkitekturprojekt 2:3 material, rum, detalj;A11P3C;16.0;x
False;Arkitekturprojekt 2:3 Material, rum, detalj;A21P3C;12.0;x
False;Arkitekturprojekt 2:3, material-rum-detalj;A21P3A;15.0;x
False;Arkitekturprojekt 2:3, material-rum-detalj;A21P3B;14.0;x
False;Arkitekturprojekt 3:1, Stadsbyggnad;A31P1A;12.0;2 års
False;Arkitekturprojekt 3:2, Laboration;A31P2A;9.0;2 års
False;Arkitekturteknik 1;A11TEA;6.0;x
False;Arkitekturteknik 1;A11TEB;7.5;Basic
False;Arkitekturteknik 2;A21TEA;6.0;1 års
False;Arkitekturteknik 2;A21TEB;9.0;1 års
False;Arkitekturteknik 3;A31TEA;6.0;2 års
False;Arkitekturteknik 3:1 Byggnad, stad, process;A31T1A;6.0;2 års
False;Arkitekturteknik 3:2: Byggnad, stad, process;A31T2A;3.0;2 års
False;Environmental Control;A31TEB;3.0;2 års
False;Arkitekturämnet och Arkitektyrket;A21AYA;3.0;1 års
False;Avancerad datakurs;A21D2A;3.0;1 års
False;Digital bildbehandling och fotografisk gestaltning;A11DBA;6.0;x
True;Examensarbete inom arkitektur för kandidatexamen;1A10KA;15.0;x
False;Examensarbete inom arkitektur, grundnivå;A31EXA;15.0;Exam
False;Examensarbete inom arkitektur, grundnivå;A31KAX;15.0;Exam
False;Hållbar stadsutveckling;A31HSA;3.0;COURSE_A31CCA
False;Introduktion till arkitekturskolan;A11INA;2.0;x
False;Introduktion till Arkitekturämnet;A11IAA;3.0;Basic
False;Introduktion till Arkitektyrket;A11IYA;3.0;Basic
False;Introduktionskurs i design;A11IDA;3.0;x
False;Konstnärliga metoder och verktyg 1;A11KOB;3.0;Basic
False;Konstnärliga metoder och verktyg 2;A21KOB;3.0;1 års
False;Nyare arkitekturhistoria;1A1251;6.0;x
False;Nyare arkitekturhistoria;A11HNA;7.5;x
False;Portföljbedömning 1;A11POA;2.0;x
False;Portföljbedömning 2;A21POA;2.0;x
False;Projekt 3:2 Stadsrum och landskap;A31P2D;6.0;x
False;Representation 1: Ritteknik och deskriptiv geometri;A11REA;3.0;Basic
False;Representation 2: Fabrikation och deskriptiv geometri;A21REA;3.0;1 års
False;Representation 3: Informationshantering och presentation;A31REA;3.0;2 års
False;Snickerikurs;A11VEA;1.5;x
False;Specialarbete;A21S1A;3.0;x
False;Specialarbete;A21S2A;9.0;x
False;Stadens form och teori;A31SFA;6.0;2 års
False;Stadsbyggnad, analys;A31SBA;3.0;2 års
False;Teori/teknik/specialkurs;A31TTS;6.0;2 års
False;Stadsbyggnadsprojekt 3:1;A31P1B;18.0;COURSE_A31CCB
False;Stadsbyggnadsprojekt 3:1;A31P1C;15.0;COURSE_A31CCB
False;Stadsbyggnadsprojekt 3:2;A31P2B;12.0;2 års
False;Stadsbyggnadsprojekt 3:2;A31P2C;9.0;2 års
False;Stadsbyggnadsteori;A31STA;3.0;2 års
False;Studieresa, åk 1 (hösten);A11RHA;3.0;x
False;Studieresa, åk 1 (våren);A11RVA;3.0;x
False;Studieresa, åk 2 (hösten);A21RHA;3.0;x
False;Studieresa, åk 2 (våren);A21RVA;3.0;x
False;Studieresa, åk 3 (hösten);A31RHA;3.0;x
False;Studieresa, åk 3 (våren);A31RVA;3.0;x
False; \xc3\x84ldre arkitekturhistoria;A11HAA;7.5;x
False;Arkitektur/Yrkesrelaterad studio, 4:1;A42Y1B;12.0;Bcs exam
False;Arkitektur/Yrkesrelaterad studio, 4:2;A42Y2B;12.0;Bcs exam
False;Arkitektur/Yrkesrelaterad studio, 4:3;A42Y3B;12.0;Bcs exam
False;Arkitektur/Yrkesrelaterad studio, 4:4;A42Y4B;12.0;Bcs exam
False;Arkitektur/Yrkesrelaterad studio, 5:1;A52Y1B;12.0;1 års
False;Arkitektur/Yrkesrelaterad studio, 5:2;A52Y2B;12.0;1 års
False;Arkitektur/yrkesrelaterad studio, 5:3;A52Y3B;12.0;1 års
False;Arkitektur/yrkesrelaterad studio, 5:4;A52Y4B;12.0;1 års
False;Arkitekturens historia och teori 4:1;A42H1A;3.0;Bcs exam
False;Arkitekturens historia och teori 4:2;A42H2A;3.0;Bcs exam
False;Arkitekturens historia och teori 5:1;A52H1A;3.0;1 års
False;Arkitekturens historia och teori 5:2;A52H2A;3.0;1 års
False;Arkitekturkommunikation 4;A41Q1A;3.0;x
False;Arkitekturkommunikation 5;A51Q1A;3.0;x
False;Arkitekturkritisk teori IV: Gender. Studio;AD221V;7.5;Basic
False;Arkitekturprojekt 4:1, Arkitektur och teknik;A42P1A;12.0;x
False;Arkitekturprojekt 5:1, Arkitektur och stadsbyggnad;A52P1A;12.0;x
False;Arkitekturprojekt 5:2;A52P2A;12.0;x
False;Arkitekturteknik 4:1;A42T1A;3.0;Bcs
False;Arkitekturteknik 4:2;A42T2A;3.0;Bcs exam
False;Arkitekturteknik 5:1;A52T1A;3.0;1 års
False;Arkitekturteknik 5:2;A52T2A;3.0;1 års
False;Avancerad gestaltning - Studio 4:1;A42A1B;12.0;Bcs exam
False;Avancerad gestaltning - Studio 4:2;A42A2B;12.0;Bcs exam
False;Avancerad gestaltning - Studio 4:3;A42A3B;12.0;Bcs exam
False;Avancerad gestaltning - Studio 4:4;A42A4B;12.0;Bcs exam
False;Avancerad gestaltning - Studio 5:1;A52A1B;12.0;1 års
False;Avancerad gestaltning - Studio 5:2;A52A2B;12.0;1 års
False;Avancerad gestaltning - studio 5:3;A52A3B;12.0;1 års
False;Avancerad gestaltning - studio 5:4;A52A4B;12.0;1 års
False;Designstudion för Arkitekturens Interdisciplinaritet 4:1;A42T1B;12.0;Bcs
False;Designstudion för Arkitekturens Interdisciplinaritet 4:2;A42T2B;12.0;Bcs
False;Designstudion för Arkitekturens Interdisciplinaritet 4:3;A42T3B;12.0;Bcs
False;Designstudion för Arkitekturens Interdisciplinaritet 4:4;A42T4B;12.0;Bcs
False;Designstudion för Arkitekturens Interdisciplinaritet 5:1;A52T1B;12.0;1 års
False;Designstudion för Arkitekturens Interdisciplinaritet 5:2;A52T2B;12.0;1 års
False;Designstudion för arkitekturens interdisciplinaritet, studio - 5:3;A52T3B;12.0;1 års
False;Designstudion för arkitekturens interdisciplinaritet, studio - 5:3;A52T4B;12.0;1 års
True;Examensarbete inom arkitektur;1A10AX;30.0;Exam
False;Examensarbete inom arkitektur, avancerad nivå;A52ARX;30.0;Exam
False;Examensarbete inom arkitektur, avancerad nivå;A52EXA;30.0;Exam
False;Fri arkitekturstudio 4:1;A42F1B;12.0;Bcs exam
False;Fri arkitekturstudio 4:2;A42F2B;12.0;Bcs exam
False;Fri arkitekturstudio 4:3;A42F3B;12.0;Bcs exam
False;Fri arkitekturstudio 4:4;A42F4B;12.0;Bcs exam
False;Fri arkitekturstudio 5:1;A52F1B;12.0;Bcs exam
False;Fri arkitekturstudio 5:2;A52F2B;12.0;Bcs exam
False;Gestaltningsprocess - Studio 4:1;A42P1B;12.0;Bcs exam
False;Gestaltningsprocess - Studio 4:2;A42P2B;12.0;Bcs exam
False;Gestaltningsprocess - Studio 4:3;A42P3B;12.0;Bcs exam
False;Gestaltningsprocess - Studio 4:4;A42P4B;12.0;Bcs exam
False;Gestaltningsprocess - Studio 5:1;A52P1B;12.0;1 års
False;Gestaltningsprocess - Studio 5:2;A52P2B;12.0;1 års
False;Gestaltningsprocess - studio 5:3;A52P3B;12.0;1 års
False;Gestaltningsprocess - studio 5:4;A52P4B;12.0;1 års
False;Grundläggande gestaltning - Studio 4:1;A42G1B;12.0;Bcs exam
False;Grundläggande gestaltning - Studio 4:2;A42G2B;12.0;Bcs exam
False;Grundläggande gestaltning - Studio 4:3;A42G3B;12.0;Bcs exam
False;Grundläggande gestaltning - Studio 4:4;A42G4B;12.0;Bcs exam
False;Grundläggande gestaltning - Studio 5:1;A52G1B;12.0;1 års
False;Grundläggande gestaltning - Studio 5:2;A52G2B;12.0;1 års
False;Grundläggande gestaltning - studio 5:3;A52G3B;12.0;1 års
False;Grundläggande gestaltning - studio 5:4;A52G4B;12.0;1 års
False;Gäststudio - studio 4:1;A42V1B;12.0;x
False;Gäststudio - studio 4:2;A42V2B;12.0;x
False;Gäststudio - studio 4:3;A42V3B;12.0;x
False;Gäststudio - studio 4:4;A42V4B;12.0;x
False;Gäststudio - studio 5:1;A52V1B;12.0;x
False;Gäststudio - studio 5:2;A52V2B;12.0;x
False;Gäststudio - studio 5:3;A52V3B;12.0;x
False;Gäststudio - studio 5:4;A52V4B;12.0;x
False;Hållbar gestaltning - Studio 4:1;A42H1B;12.0;Bcs exam
False;Hållbar gestaltning - Studio 4:2;A42H2B;12.0;Bcs exam
False;Hållbar gestaltning - Studio 4:3;A42H3B;12.0;Bcs exam
False;Hållbar gestaltning - Studio 4:4;A42H4B;12.0;Bcs exam
False;Hållbar gestaltning - Studio 5:1;A52H1B;12.0;1 års
False;Hållbar gestaltning - Studio 5:2;A52H2B;12.0;1 års
False;Hållbar gestaltning - studio 5:3;A52H3B;12.0;1 års
False;Hållbar gestaltning - studio 5:4;A52H4B;12.0;1 års
False;Höstprojekt 4, Architecture Information/Articulations;A4211A;12.0;x
False;Höstprojekt 4, Arena;A4221A;12.0;x
False;Höstprojekt 4, Building Sites (1);A4241A;12.0;x
False;Höstprojekt 4, Swedish Cultural Heritage;A4231A;12.0;x
False;Individuellt arbete inför examen;A52AXI;30.0;x
False;Introduktion till arkitektutbildningen;A10INA;2.0;Basic
False;Kritiska studier - studio 4:1;A42K1B;12.0;Bcs exam
False;Kritiska studier - studio 4:2;A42K2B;12.0;Bcs exam
False;Kritiska studier - studio 4:3;A42K3B;12.0;Bcs exam
False;Kritiska studier - studio 4:4;A42K4B;12.0;Bcs exam
False;Kritiska studier - studio 5:1;A52K1B;12.0;1 års
False;Kritiska studier - studio 5:2;A52K2B;12.0;1 års
False;Kritiska studier - studio 5:3;A52K3B;12.0;1 års
False;Kritiska studier - studio 5:4;A52K4B;12.0;1 års
False;Landskapsarkitektur - studio 4:1;A42L1B;12.0;Bcs exam
False;Landskapsarkitektur - studio 4:2;A42L2B;12.0;Bcs exam
False;Landskapsarkitektur - studio 4:3;A42L3B;12.0;Bcs exam
False;Landskapsarkitektur - studio 4:4;A42L4B;12.0;Bcs exam
False;Landskapsarkitektur - studio 5:1;A52L1B;12.0;1 års
False;Landskapsarkitektur - studio 5:2;A52L2B;12.0;1 års
False;Landskapsarkitektur - studio 5:3;A52L3B;12.0;1 års
False;Landskapsarkitektur - studio 5:4;A52L4B;12.0;1 års
False;Ombyggnad-tillbyggnad-restaurering - studio 5:3;A52R3B;12.0;1 års
False;Ombyggnad-tillbyggnad-restaurering - studio 5:4;A52R4B;12.0;1 års
False;Ombyggnad-tillbyggnad-restaurering, studio 4:1;A42R1B;12.0;Bcs exam
False;Ombyggnad-tillbyggnad-restaurering, studio 4:2;A42R2B;12.0;Bcs exam
False;Ombyggnad-tillbyggnad-restaurering, studio 4:3;A42R3B;12.0;Bcs exam
False;Ombyggnad-tillbyggnad-restaurering, studio 4:4;A42R4B;12.0;Bcs exam
False;Ombyggnad-tillbyggnad-restaurering, studio 5:1;A52R1B;12.0;1 års
False;Ombyggnad-tillbyggnad-restaurering, studio 5:2;A52R2B;12.0;1 års
False;Arkitekturens teknik, teori och historia 4:1;A42O1A;3.0;x
False;Arkitekturens teknik, teori och historia 4:2;A42O2A;3.0;4 års
False;Arkitekturens teknik, teori och historia 5;A52O1A;3.0;x
False;Arkitekturens teknik, teori och historia 5:2;A52O2A;3.0;x
False;Performativ designstudio 4:1;A42D1B;12.0;Bcs exam
False;Performativ designstudio 4:2;A42D2B;12.0;Bcs exam
False;Performativ designstudio 4:3;A42D3B;12.0;Bcs exam
False;Performativ designstudio 4:4;A42D4B;12.0;Bcs exam
False;Performativ designstudio 5:1;A52D1B;12.0;Bcs exam
False;Performativ designstudio 5:2;A52D2B;12.0;Bcs exam
False;Performative designstudio 4:1;A42D1C;12.0;Bcs
False;Performative designstudio 4:2;A42D2C;12.0;Bcs
False;Performative designstudio 4:3;A42D3C;12.0;Bcs
False;Performative designstudio 4:4;A42D4C;12.0;Bcs
False;Performative designstudio 5:1;A52D1C;12.0;1 års
False;Performative designstudio 5:2;A52D2C;12.0;1 års
False;Performative designstudio 5:3;A52D3C;12.0;1 års
False;Performative designstudio 5:4;A52D4C;12.0;1 års
False;Seminariekurs, avancerad nivå 4HT;A42SEH;3.0;x
False;Seminariekurs, avancerad nivå 4VT;A42SEV;3.0;4 års
False;Seminariekurs, avancerad nivå 5HT;A52SEH;3.0;x
False;Seminariekurs, avancerad nivå 5VT;A52SEV;3.0;x
False;Specialarbete;A42S1A;12.0;Bcs exam
False;Specialarbete;A42S2A;21.0;Bcs exam
False;Studieresa, åk 4 (hösten);A41RHA;3.0;Bcs
False;Studieresa, åk 4 (våren);A41RVA;3.0;Bcs
False;Studieresa, åk 5 (hösten);A51RHA;3.0;1 års
False;Studieresa, åk 5 (våren);A51RVA;3.0;1 års
False;Studioprojekt, avancerad nivå;A42A13;12.0;Projekt
False;Studioprojekt, avancerad nivå;A42B13;12.0;Projekt
False;Studioprojekt, avancerad nivå;A42C14;12.0;Projekt
False;Studioprojekt, avancerad nivå;A42D14;12.0;Projekt
False;Studioprojekt, avancerad nivå;A52A13;12.0;Projekt
False;Studioprojekt, avancerad nivå;A52B13;12.0;Projekt
False;Uppsats/Workshop;A52UPA;6.0;x
False;Urban designstudio 4:1;A42U1B;12.0;Bcs exam
False;Urban designstudio 4:2;A42U2B;12.0;Bcs exam
False;Urban designstudio 4:3;A42U3B;12.0;Bcs exam
False;Urban designstudio 4:4;A42U4B;12.0;Bcs exam
False;Urban designstudio 5:1;A52U1B;12.0;1 års
False;Urban designstudio 5:2;A52U2B;12.0;1 års
False;Urban designstudio 5:3;A52U3B;12.0;1 års
False;Urban designstudio 5:4;A52U4B;12.0;1 års
False;Vinterprojekt 4, Architecure Information/Articulations (2);A4212A;12.0;x
False;Vinterprojekt 4, Building Sites (2);A4242A;12.0;x
False;Vinterprojekt 4, Competitive Edge;A4232A;12.0;x
False;Vinterprojekt 4, Displacements: New Settlements for Roma People (1);A4262A;12.0;x
False;Vinterprojekt 4, Production of Architecture (1): Film;A4252A;12.0;x
False;Vinterprojekt 4, Stockholm New Opera House (1);A4222A;12.0;x
False;Vårprojekt 4, Architecure Information/Articulations (3);A4213A;12.0;x
False;Vårprojekt 4, Building Sites (3);A4243A;12.0;x
False;Vårprojekt 4, Displacements: New Settlements for Roma People (2);A4263A;12.0;x
False;Vårprojekt 4, From Agriculture to Tourist Culture;A4233A;12.0;x
False;Vårprojekt 4, Production of Architecture (2): Action;A4253A;12.0;x
False;Vårprojekt 4, Stockholm New Opera House (2);A4223A;12.0;x
False;Advanced Issues in Marketing;AI2137;7.5;7,5 hp
False;Business Research Methods;AI2126;7.5;x
False;Ekonomisk psykologi;AI3303;7.5;Prof
False;Entreprenörskap och management;AI2145;7.5;x
False;Examensarbete inom fastighetsförmedling, grundnivå;AI104X;15.0;Exam
False;Examensarbete inom fastighetsförmedling, grundnivå;AI106X;15.0;Exam
False;Examensarbete inom finans, grundnivå;AI103X;15.0;Exam
False;Examensarbete inom finans, grundnivå;AI105X;15.0;Exam
False;Examensarbete inom finansiella tjänster, avancerad nivå;AI205X;30.0;Exam
False;Fastighetsförmedling i juridiken;AI1172;7.5;COURSE_AI1550
False;Fastighetsförmedling i praktiken;AI1173;7.5;COURSE_AI1127
False;Fastighetsutvecklingens och fastighetsförmedlingens grunder;AI1127;6.0;Basic
False;Finansiell ekonometri;AI1177;7.5;COURSE_AI1178
False;Finansiering av entreprenörskap;AI2148;7.5;Mcs
False;Finansiering av entreprenörskap;AI3306;7.5;Prof
False;Genus, arbete och utbildning;AI3305;7.5;Prof
False;Grundläggande statistik för ekonomer;AI1175;7.5;COURSE_SF1627
False;Industriell ekonomi, industriell utveckling med entreprenörskap, fortsättningskurs;AI211V;15.0;180 hp
False;Industriell marknadsföring;AI212V;6.0;180 hp
False;Industriell utveckling med entreprenörskap;AI1114;15.0;x
False;Industriell utveckling med entreprenörskap, fortsättningskurs;AI2151;15.0;120 hp
False;Internationell industriell marknadsföring;AI213V;15.0;180 hp
False;Introduktion till fastighet och finans;AI1124;1.5;Basic
