;;;
False;Examensarbete inom stadsplanering och design, avancerad nivå;AD2EXU;Studenterna har sökt till programmet med arbetsprover.De har en kandidatexamen i arkitektur, landskapsarkitektur, samhällsbyggnad eller fysisk planering, och har deltagit i och fullgjort merparten av programkurserna i UPD-specialiseringen.De har tagit 60 högskolepoäng på väg mot en Master of Science examen i arkitektur.Examensprojektet genomförs under programmets sista termin.En plan och avsiktsförklaring (examensarbetshäfte) måste inlämnas och godkännas.Studenterna måste via ett formulär anmäla sig till examenskursen före terminens början.
False;Examensarbete inom stadsplanering och design, avancerad nivå;AD2UPX;Examensarbetet skall utformas som en fördjupad studie inom ämnesområdet stadsplanering och design, och det utgör en del av kraven för masterexamen i stadsplanering och design. Detta innebär att för att kunna påbörja examensarbetet skall studenten ha genomgått och avslutat större delen av programmets kurser med inriktning mot stadsplanering och design. Det åligger examinator att kontrollera att kraven har uppfyllts. Studenter från KTH-skolor förutom Skolan för arkitektur och byggd miljö måste få godkännande från sin skola för att vara registrerad på ett examensarbete i stadsplanering och design.
False;Fold School Workshop - vikning av stora objekt;AD1FOL;Enligt besked vid kursstart.
False;Forskningspresentation eller -publikation: konst, teknik och design;AD3106;Magisterexamen eller motsvarande kunskap inom teknik, konst eller design (såsom arkitektur,planering, ingenjör, design, kost eller hantverk) eller närliggande ämnen inom samhällsvetenskap och humaniora.
False;Forskningspresentation eller -publikation: konst, teknik och design;AD3107;Magisterexamen eller motsvarande kunskap inom teknik, konst eller design (såsom arkitektur, planering, ingenjör, design, kost eller hantverk) eller närliggande ämnen inom samhällsvetenskap och humaniora.
False;Fotografi;AD1FOT;Kursen vänder sig till studerande vid arkitekturprogrammet på KTH.
False;Framställning och förmedling av konstnärlig forskning;AD3114;Masterexamen eller motsvarande kunskap inom teknik, konst eller design (såsom arkitektur, planering, ingenjör, design, konst eller hantverk) eller närliggande ämnen inom samhällsvetenskap och humaniora. För att kursen ska hållas krävs ett minimum av 5 och ett maximum av 15 studenter.
False;Färg för arkitekter;AD1FAR;Behöriga är studerande på arkitektprogrammet, Arkitekturskolan KTH.
False;Färg och rum;AD1FOR;Grundläggande högskolebehörighet: dvs dokumenterad avslutad gymnasieutbildning inkl. svenska B och engelska A, eller motsvarande.
False;Fördjupningsprojekt i restaurering I;AD207V;Grundläggande behörighet: Avslutad gymnasieutbildning eller motsvarande, inkl. svenska och engelska.
False;Fördjupningsprojekt i restaurering II;AD209V;Grundläggande behörighet: Avslutad gymnasieutbildning eller motsvarande, inkl. svenska och engelska.
True;Grundkurs i arkitektonisk gestaltning;1A5036;
False;Grundkurs i arkitekturteknik;1A5038;
False;Grundläggande principer för fastighetsekonomi och urban ekonomi;AD2845;For students within the TUPDM program:
False;HEJ Utställningsdesign;AD1HEJ;
False;Huvudstäder i Norden;AD117V;Grundläggande behörighet: Avslutad gymnasieutbildning eller motsvarande, inkl. svenska och engelska.
False;Hållbar stadsplanering och stadsbyggnad studio 1.1- Texturer;AD2861;* Bachelor degree in architecture, landscape architecture, or urban planning and design.
False;Hållbar stadsplanering och stadsbyggnad studio 1.1- Texturer;AD2867;For students within the program:
False;Hållbar stadsplanering och stadsbyggnad studio 1.2- Situationer;AD2862;Bachelor degree in Architecture, Landscape Architecture, Urban Design, or Physical Planning, but if free seats are available they can be offered to students with other background. In case the number of students exceeds the number of seats, a selection will be made based on following criteria:
False;Hållbar stadsplanering och stadsbyggnad studio 2.1- Urbana Ekologier;AD2863;* Bachelor degree in architecture, landscape architecture, or urban planning and design.
False;Högre seminarium i arkitektur, del 1;1A5032;FörkunskapskravFör att följa kursen krävs examen på magisternivå i arkitektur eller motsvarande examen. Företräde ges för doktorander antagna vid KTH eller till annan forskarutbildning inom arkitektur. Kursens sysfte och upplägg innebär att antalet platser för externa deltagare (forskarstuderande som inte är antagna till doktorsprogrammet vid KTHA) är begränsat. Undantag kan göras i mån av plats och beslutas av kuransvarig, för större avsteg i samråd med programansvarig.
False;Högre seminarium i arkitektur, del 2;1A5033;FörkunskapskravFör att följa kursen krävs examen på magisternivå i arkitektur eller motsvarande examen. Företräde ges för doktorander antagna vid KTH eller till annan forskarutbildning inom arkitektur. Kursens syfte och upplägg innebär att antalet platser för externa deltagare (forskarstuderande som inte är antagna till doktorsprogrammet vid KTHA) är begränsat. Undantag kan göras i mån av plats och beslutas av kursansvarig, för större avsteg i samråd med programansvarig. För att antas till kursen Högre seminarier i Arkitektur del 2 måste studenten ha klarat av kursen F 1A5032 Högre seminarier i Arkitektur del 1.
False;Högskolepedagogisk introduktion: konst och designutbildning;AD3103;Masterexamen eller motsvarande kunskap inom teknik, konst eller design (såsom arkitektur, planering, ingenjör, design, konst eller hantverk) eller närliggande ämnen inom samhällsvetenskap och humaniora. För att kursen ska hållas krävs ett minimum av 5 och ett maximum av 25 studenter.
False;Individuell läskurs: Arkitektur;1A5041;FörkunskapskravFör att följa kursen krävs examen på magisternivå i arkitektur eller motsvarande examen. Företräde ges för doktorander antagna vid KTH eller till annan forskarutbildning inom arkitektur.
False;Individuell läskurs: Arkitektur;1A5042;FörkunskapskravFör att följa kursen krävs examen på magisternivå i arkitektur eller motsvarande examen. Företräde ges för doktorander antagna vid KTH eller till annan forskarutbildning inom arkitektur.
False;Individuell läskurs: Arkitektur;1A5043;FörkunskapskravFör att följa kursen krävs examen på magisternivå i arkitektur eller motsvarande examen. Företräde ges för doktorander antagna vid KTH eller till annan forskarutbildning inom arkitektur.
False;Individuell läskurs: konst, teknik och design;AD3110;Magisterexamen eller motsvarande kunskap inom teknik, konst eller design (såsom arkitektur, planering, ingenjör, design, konst eller hantverk) eller närliggande ämnen inom samhällsvetenskap och humaniora.
False;Individuell läskurs: konst, teknik och design;AD3111;Magisterexamen eller motsvarande kunskap inom teknik, konst eller design (såsom arkitektur, planering, ingenjör, design, konst eller hantverk) eller närliggande ämnen inom samhällsvetenskap och humaniora.
False;Individuell projektkurs: Arkitektur;1A5047;FörkunskapskravFör att följa kursen krävs examen på magisternivå i arkitektur eller motsvarande examen. Företräde ges för doktorander antagna vid KTH eller till annan forskarutbildning inom arkitektur.
False;Individuell projektkurs: Arkitektur;1A5048;FörkunskapskravFör att följa kursen krävs examen på magisternivå i arkitektur eller motsvarande examen. Företräde ges för doktorander antagna vid KTH eller till annan forskarutbildning inom arkitektur.
False;Individuell projektkurs: Arkitektur;1A5049;FörkunskapskravFör att följa kursen krävs examen på magisternivå i arkitektur eller motsvarande examen. Företräde ges för doktorander antagna vid KTH eller till annan forskarutbildning inom arkitektur.
False;Individuell projektkurs: Arkitektur;1A5050;FörkunskapskravFör att följa kursen krävs examen på magisternivå i arkitektur eller motsvarande examen. Företräde ges för doktorander antagna vid KTH eller till annan forskarutbildning inom arkitektur.
False;Individuell projektkurs: konst, teknik och design;AD3112;Magisterexamen eller motsvarande kunskap inom teknik, konst eller design (såsom arkitektur, planering, ingenjör, design, konst eller hantverk) eller närliggande ämnen inom samhällsvetenskap och humaniora.
False;Individuell projektkurs: konst, teknik och design;AD3113;Magisterexamen eller motsvarande kunskap inom teknik, konst eller disgn (såsom arkitektur,planering, ingenjör, design, kost eller hantverk) eller närliggande ämnen inom samhällsvetenskap och humaniora.
False;Individuell seminariekurs: Arkitektur;1A5044;FörkunskapskravFör att följa kursen krävs examen på magisternivå i arkitektur eller motsvarande examen. Företräde ges för doktorander antagna vid KTH eller till annan forskarutbildning inom arkitektur.
False;Individuell seminariekurs: Arkitektur;1A5045;FörkunskapskravFör att följa kursen krävs examen på magisternivå i arkitektur eller motsvarande examen. Företräde ges för doktorander antagna vid KTH eller till annan forskarutbildning inom arkitektur
False;Individuell seminariekurs: Arkitektur;1A5046;FörkunskapskravFör att följa kursen krävs examen på magisternivå i arkitektur eller motsvarande examen. Företräde ges för doktorander antagna vid KTH eller till annan forskarutbildning inom arkitektur.
False;Individuellt arkitekturprojekt på avancerad nivå;AD2IP9;Kandidatexamen inom området arkitektur, eller motsvarande utbildningsnivå.Antalet deltagare är begränsat och urval sker efter särskild portföljgenomgång.
False;Individuellt arkitekturprojekt på grundnivå;AD1IP9;Generellt antas studenten ha genomfört minst ett läsår \xe2\x80\x93 eventuellt med vissa rester \xe2\x80\x93 inom arkitektutbildningen. En särskild portföljbedömning avgör på vilken nivå programmet skall formuleras. Antalet deltagare är begränsat och urval sker efter denna portföljbedömning.
False;Internationell restaureringshistoria;AD208V;
False;Introduktionskurs i urbanekonomi;AD2865;For students within the TUPDM program:
False;Inventering av den urbana periferin Moskva-Stockholm;AD1MOS;
False;IWAU Workshop;AD1IWW;Kursen vänder sig till alla studerande på KTH:s Arkitekturprogram.
False;Kommunikationsdesign 1;AD1KD1;Enligt besked vid kursstart.
False;Kommunikationsdesign 2;AD1KD2;Godkänd kurs Kommunikationsdesign 1, AD1KD1.
False;Kommunikativa rum;AD2KOR;
False;Konstnärlig träning ht (A);AD1KHA;
False;Konstnärlig träning vt (B);AD1KVA;
False;Kritiska studier i arkitektur;1A5039;FörkunskapskravFör att följa kursen krävs examen på magisternivå i arkitektur eller motsvarande examen. Företräde ges för doktorander antagna vid KTH eller till annan forskarutbildning inom arkitektur.
False;Kroki;AD1KRA;
False;Kroki 1;AD1KR1;Kursen vänder sig till alla studerande på KTH.
False;Kroki 2;AD1KR2;Studenter på arkitekturprogrammet, KTH.
False;Kroki 3;AD1KR3;Studenter på arkitekturprogrammet, KTH.
False;Kroki 4;AD1KR4;Studenter på arkitekturprogrammet, KTH.
False;Kunskapskommunikation inom arkitekturforskning;1A5034;FörkunskapskravFör att följa kursen krävs examen på magisternivå i arkitektur eller motsvarande examen. Företräde ges för doktorander antagna vid KTH eller till annan forskarutbildning inom arkitektur.
False;Laserskärning 1;AD1LA1;Studenter på arkitekturprogrammet, KTH.
False;Laserskärning 2;AD1LA2;Kursen vänder sig till alla studerande på KTH.
False;Laserskärning 3;AD1LA3;Kursen vänder sig till alla studerande på KTH.
False;Laserskärning 4;AD1LA4;Kursen vänder sig till alla studerande på KTH.
False;Matter matters: Samtida arkitekturteknik;AD214V;Grundläggande behörighet: Avslutad gymnasieutbildning eller motsvarande, inkl. svenska och engelska.
False;Modernismens historieskrivning;AD203V;Grundläggande behörighet: Avslutad gymnasieutbildning eller motsvarande, inkl. svenska och engelska.
False;Möbelformgivning;AD2MOB;
False;Nordisk arkitektur;AD116V;Grundläggande högskolebehörighet dvs dokumenterad avslutad gymnasieutbildning inkl. svenska B och engelska A eller motsvarande.
False;Nordisk arkitektur;AD243V;7,5 hp högskolestudier samt Svenska B/Svenska 3 och Engelska A/Engelska 5.
False;Nutida trender i stadsplanering och stadsutformning II;AD2855;För studenter på TUPDM programmet:
False;Närvaroarkitektur;AD2NA1;Enligt besked vid kursstart.
False;Omtänkande forskningspraktiker i konst, teknik och design;AD3101;Masterexamen eller motsvarande kunskap inom teknik, konst eller design (såsom arkitektur, planering, ingenjör, design, konst eller hantverk) eller närliggande ämnen inom samhällsvetenskap och humaniora. Kursen är obligatorisk för forskarstuderande inom programmet konst, teknik och design.
False;Orienteringskurs i samhällsbyggnad och arkitektur;AD1OSA;Grundläggande behörighet: Avslutad gymnasieutbildning eller motsvarande, inkl. svenska och engelska.
False;Orienteringskurs i samhällsbyggnad och arkitektur II;AD1SA2;Grundläggande behörighet: Avslutad gymnasieutbildning eller motsvarande.
False;Philosophies in Architecture;1A5051;FörkunskapskravFör att följa kursen krävs examen på magisternivå i arkitektur eller motsvarande examen. Företräde ges för doktorander antagna vid KTH eller till annan forskarutbildning inom arkitektur.
False;Projekt hållbar stadsbyggnad - offentliga platser och rum;AD2860;För studenter på TUPDM-programmet:
False;Public Places and Spaces;AD2815;120 p from architecture, landscape architecture or planning programs on graduate level.
False;Reflekterande designprocess;AD1RD1;Enligt besked vid kursstart.
False;Rom - arkitekturen och staden från antik till nutid;AD230V;Grundläggande behörighet inklusive svenska och engelska.
False;Scenografi och rörlig bild;AD1SC1;Grundläggande behörighet: Avslutad gymnasieutbildning eller motsvarande, inkl. svenska och engelska.
False;Spel och digital arkitektur;AD217V;Grundläggande behörighet: Avslutad gymnasieutbildning eller motsvarande inkl. svenska och engelska.
False;Stadsmorfologiska begrepp och verktyg;AD251V;Högskolestudier om 120 hp inom områdena arkitektur, fysisk planering, landskapsarkitektur, landskapsplanering, samhällsplanering
False;Stockholm Urban Lab II;AD2835;120 p from architecture, landscape architecture or planning programs on graduate level.
False;Structural Components in Urban Planning and Design;AD2820;120 p from architecture, landscape architecture or planning programs on graduate level.
False;Sustainable Design in the Urban Space;AD2840;120 p from architecture, landscape architecture or planning programs on graduate level.
False;Svensk restaureringshistoria;AD201V;
False;Träkurs;AD1TRS;
False;Upplevelsen av arkitektur;AD2EA1;90 hp högskolestudier inom områdena arkitektur och samhällsplanering.
False;Urban strukturgestaltning;AD2850;For students within the TUPDM program:
False;Urban träarkitektur II;AD1WO2;Grundläggande behörighet: avslutad gymnasieutbildning eller motsvarande, inkl. svenska och engelska. Godkänd kurs: AD1WOD, 6hp.
False;Urban trähusarkitektur - Workshop i Kazan och Stockholm;AD1WOD;
False;Urbanmorfologins teorier;1A5040;FörkunskapskravFör att följa kursen krävs examen på magisternivå i arkitektur eller motsvarande examen. Företräde ges för doktorander antagna vid KTH eller till annan forskarutbildning inom arkitektur.
False;Urbanmorfologiska undersökningar;AD215V;Grundläggande behörighet: Avslutad gymnasieutbildning eller motsvarande, inkl. svenska och engelska.
False;Utställningsgestaltning;AD1UTG;Kursen vänder sig till alla studerande på KTH.
False;Vetenskapsteori och forskningsmetodik i konst, teknik och design;AD3100;Masterexamen eller motsvarande kunskap inom teknik, konst eller design (såsom arkitektur, planering, ingenjör, design, konst eller hantverk) eller närliggande ämnen inom samhällsvetenskap och humaniora. För att kursen ska hållas krävs ett minimum av 5 och ett maximum av 25 studenter.
False;Vetenskapsteori och forskningsmetodik inom arkitektur;1A5035;För att följa kursen krävs examen på magisternivå i arkitektur eller motsvarande examen. Företräde ges för doktorander antagna vid KTH eller till annan forskarutbildning inom arkitektur.
False;World Architecture;AD206V;Eligibility: Completed upper secondary education incl documented proficiency in English.
False; \xc3\x84mneskomplettering för arkitekter I;AD1KU1;
False; \xc3\x84mneskomplettering för arkitekter II;AD1KU2;
False;Arkitektur, inledande kurs 1;A11CCA;(kursen inleder utbildningen)
False;Arkitektur, inledande kurs 2;A21CCA;Ett års godkända studier på arkitekturskolan (uppflyttad till åk 2)
False;Arkitektur, inledande kurs 3;A31CCA;Studenten skall uppfylla uppflyttningskraven till tredje årskursen.
False;Arkitektur, inledande kurs 3;A31CCB;Studenten skall uppfylla uppflytningskraven till tredje årskursen i arkitektur.
False;Arkitektur: Komplext projekt;A31P3A;Kandidatexamen inom huvudområdet arkitektur kan erhållas efter tre års, 180 hp, studier inom arkitektutbildningen, erkänd enligt artikel 46 i det europeiska yrkeskvalifikationsdiriktivet 2005/36/EG. Det innebär att förkunskapskravet är godkänt i samtliga projekt före examensarbetets start och att samtliga kurser skall vara registrerade i betygsregistret som godkända senast två veckor före slutgenomgång.
False;Arkitekturens historia och teori 1, översikt;A11HIA;Anges vid kursstarten
False;Arkitekturens historia och teori 1: Introduktion till Europas arkitektur;A11HIB;Antagen till årskurs 1 på arkitektutbildningen vid KTH, ARKIT.
False;Arkitekturens historia och teori 2, nordisk arkitektur;A21HIA;Kursen är öppen för sökande även utanför arkitektutbildningen.
False;Arkitekturens historia och teori 2: Arkitektur och modernitet;A21HIC;Studenten ska vara fullt godkänd i första läsåret på arkitektutbildningens kurser och projekt.
False;Arkitekturens historia och teori 3;A31HIA;Studenten skall uppfylla uppflyttningskraven till årskurs 3.
False;Arkitekturens historia och teori 3:1 Världsarkitektur;A31H1A;Studenten skall vara fullt godkänd i andra läsåret på arkitektutbildningens kurser och projekt.
False;Arkitekturens historia och teori 3:2: uppsats på grundläggande nivå;A31H2A;Studenten skall vara fullt godkänd i andra läsårets kurser och projekt.
False;Arkitekturens teori och historia 2;A21HIB;Grundkursen i årskurs 1 eller motsvarande. Kursen är öppen för sökande även utanför arkitektutbildningen.
False;Arkitekturens teori och historia 3;A31HIB;Studenten skall uppfylla uppflyttningskraven till tredje årskursen.
False;Arkitekturkommunikation 1, konstnärlig gestaltning;A11KOA;(kursen inleder utbildningen)
False;Arkitekturkommunikation 2, konstnärlig gestaltning;A21KOA;Ett års godkända studier på arkitekturskolan (uppflyttad till åk 2).
False;Arkitekturkommunikation 3, konstnärlig gestaltning;A31KOA;Studenten skall uppfylla uppflyttningskraven till årskurs 3.
False;Arkitekturprojekt 1:1 Sammansättning, geometri, skala;A11P1B;Antagna till årskurs 1 på arkitektutbildningen vid KTH, ARKIT.
False;Arkitekturprojekt 1:1, struktur;A11P1A;Arkitektur inledande kurs 1(i princip slutförd)
False;Arkitekturprojekt 1:2 Landskap, struktur, rörelse;A11P2B;Föregående projekt, Arkitekturprojekt 1:1, ska vara godkänt eller bedömas kunna bli godkänt efter komplettering.
False;Arkitekturprojekt 1:2, vad är ett hus?;A11P2A;Arkitekturprojekt 1:1;Struktur(i princip slutfört)
False;Arkitekturprojekt 1:3 Boende, arbete, klimat;A11P3B;Godkänt projekt 1:1. Projekt 1:2 ska vara godkänt eller bedömas kunna bli godkänt efter komplettering.
False;Arkitekturprojekt 1:3, Ordning och mening;A11P3A;Arkitekturprojekt 1:2;Vad är ett hus?(i princip slutfört).
False;Arkitekturprojekt 1:4, Bostaden;A11P4A;Arkitekturprojekt 1:3;Ordning och mening(i princip slutfört)
False;Arkitekturprojekt 2:1 Struktur, plats, aktivitet;A21P1C;Studenten skall vara fullt godkänd i första läsåret på arkitektutbildningens kurser och projekt.
False;Arkitekturprojekt 2:1, plats-struktur-program;A21P1A;Ett års godkända studier på arkitekturskolan (uppflyttad till åk 2)
False;Arkitekturprojekt 2:1, plats-struktur-program;A21P1B;Ett års godkända studier på arkitekturskolan (uppflyttad till åk 2)
False;Arkitekturprojekt 2:2 - Tectonics, Ornament, Transformation;A21P2B;Föregående projekt 2:1 ska vara godkänt eller bedömas kunna bli godkänt efter komplettering.
False;Arkitekturprojekt 2:2, tektonik;A21P2A;Deltagande i Inledande kurs 2 och Arkitekturprojekt 2:1 eller motsvarande.
False;Arkitekturprojekt 2:3 material, rum, detalj;A11P3C;
False;Arkitekturprojekt 2:3 Material, rum, detalj;A21P3C;Godkänt Arkitekturprojekt 2:1. Projekt 2:2 ska vara godkänt eller bedömas kunna bli godkänt efter komplettering.
False;Arkitekturprojekt 2:3, material-rum-detalj;A21P3A;Deltagande i projektet Tektonik
False;Arkitekturprojekt 2:3, material-rum-detalj;A21P3B;Deltagande i projektet Tektonik
False;Arkitekturprojekt 3:1, Stadsbyggnad;A31P1A;Studenten skall vara fullt godkänd i andra läsåret på arkitekturbildningens kurser och projekt.
False;Arkitekturprojekt 3:2, Laboration;A31P2A;Studenten skall uppfylla uppflyttningskraven till tredje årskursens vårtermin.
False;Arkitekturteknik 1;A11TEA;(kursen inleder utbildningen)
False;Arkitekturteknik 1;A11TEB;Antagen till årskurs 1 på arkitektutbildningen vid KTH, ARKIT.
False;Arkitekturteknik 2;A21TEA;Ett års godkända studier på arkitekturskolan (uppflyttad till åk 2). Godkänt på kursen Arkitekturteknik 1
False;Arkitekturteknik 2;A21TEB;Studenten skall vara fullt godkänd i första läsåret på arkitektutbildningens kurser och projekt.
False;Arkitekturteknik 3;A31TEA;Studenen skall uppfylla uppflyttningskraven till årskurs 3.
False;Arkitekturteknik 3:1 Byggnad, stad, process;A31T1A;Studenten skall vara fullt godkänd i andra läsåret på arkitektutbildningens kurser och projekt.
False;Arkitekturteknik 3:2: Byggnad, stad, process;A31T2A;Studenten skall vara fullt godkänd i andra läsårets kurser och projekt.
False;Arkitekturteknik 3;Environmental Control;A31TEB;Studenten skall uppfylla uppflyttningskraven till tredje årskursen i arkitektur.
False;Arkitekturämnet och Arkitektyrket;A21AYA;Studenten ska vara fullt godkänd i första läsårets kurser och projekt.
False;Avancerad datakurs;A21D2A;Ett års godkända studier på arkitekturskolan (uppflyttad till åk 2)
False;Digital bildbehandling och fotografisk gestaltning;A11DBA;(kursen inleder utbildningen)
True;Examensarbete inom arkitektur för kandidatexamen;1A10KA;Anges vid kursstart
False;Examensarbete inom arkitektur, grundnivå;A31EXA;Studenten ska vara godkänd på samtliga obligatoriska kurser och projekt från årskurs 1-3, Arkitektutbildningen (ARKIT) som är examinerade innan kandidatarbetet påbörjas. Undantaget är närmast föregående projekt som ska vara godkänt eller bedömts kunna bli godkänt efter komplettering.
False;Examensarbete inom arkitektur, grundnivå;A31KAX;Studenten ska vara godkänd på samtliga obligatoriska kurser och projekt från årskurs 1-3, Arkitektutbildningen (ARKIT) som är examinerade innan kandidatarbetet påbörjas. Undantaget är närmast föregående projekt som ska vara godkänt eller bedömts kunna bli godkänt efter komplettering.
False;Hållbar stadsutveckling;A31HSA;Inledande kurs A31CCA Arkitektur i princip slutförd.
False;Introduktion till arkitekturskolan;A11INA;(kursen inleder utbildningen)
False;Introduktion till Arkitekturämnet;A11IAA;Antagen till årskurs 1 på arkitektutbildningen vid KTH, ARKIT.
False;Introduktion till Arkitektyrket;A11IYA;Antagen till årskurs 1 på arkitektutbildningen vid KTH, ARKIT.
False;Introduktionskurs i design;A11IDA;(kursen inleder utbildningen)
